新しくアカウントを作ったので良かったらフォローしてください○
あ、無言フォローすみません…🐑💭
久しぶりに学校行ってワイワイ卒業の動画撮影してきた🎥 疲れたけどすっごく楽しかっタ😊💓 http://t.co/m5qRULGjjw
@ruiku510  とてつもなく緊張してる😳💭 それ心配だよね😂💬💬
@dream_room529  私、セーラームーンのグッズたくさん持ってる人がいたら セーラームーンの子ですか⁇ って聞いてみるね😊💕w 違かったら悲しい…💔
@dream_room529  みんなのティッシュを盗み見するねww w 私、髪型ロングのぱっつん✂️ (特徴的じゃないねw) もしこんな人が話しかけてきたら私だと思ってね〜💭w
@atshnch01131  今日ありがとう💕 話しかけてもらえてよかったよ〜😭🌟
RT @h_yz82: あと私の隣の隣にいた男の子が 好きな異性のタイプっていう話題の時に 「健康的な人」とか言ってて この人は素晴らしい最高だと思った
@atshnch01131  ほんっとにありがとう😊 覚えてないかもしれないと思って不安だったんだww
@atshnch01131  よかったよかった👍🌟 私も！ありがとう！
@pochinyan11  こちらこそ、フォローありがとう😊💕 よろしくお願いしまス！
初めて5番線に降りた🚃
マツガミネコーヒービルヂング🍴☕️ ランチにグリーンカレー美味しかった○ 宇都宮市役所の近くだからオススメ！ http://t.co/Lzr3kiSUaZ
何回もツイートし直しちゃったw
@pippipipi0422  美味しかったよ〜😊💕 めちゃくちゃお洒落で緊張しちゃったよw
@dream_room529  美味しかったよ〜う⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾ 食べに行こう！？ 私こういう感じの行きたいお店たくさんあるのよ👍💓
@bQw7sImXXjc0b8W  行こうよ〜👍🌟 いろんなところ案内するよ🚲 あ、おさる班でも再開を兼ねてどこか行ってみたい！
@dream_room529  入学したら行こう〜∠(`･ω･´)／ 自転車さえあればいくらでもカフェめぐりできるよ😊 たくさん案内しまする！
@bQw7sImXXjc0b8W  今度LINEで言ってみるね〜🙈🙉🙊
@bQw7sImXXjc0b8W @sskmj125_s  先輩も誘ってみよう〜(ﾉ*ﾟｰﾟ)ﾉ おさる班でよかったよ😊
@itgrr0413 @sskmj125_s @bQw7sImXXjc0b8W  もちろん4人でおさるだよ〜😊👍 あおきのお土産期待してるね🌟
@0924moto  ゆうか〜😊💕 行こう！いろいろなところへ連れてまわりますw
@itgrr0413 @sskmj125_s @bQw7sImXXjc0b8W  どっちのお家もお邪魔したい〜🙋🌟
LINE、完全に乗り遅れた…🙊
高校のツイッター作り直したけど、どこまでフォローしていいのか正直分からない…(´・ω・｀)
寝ようzzz
クラス会１度もないクラスなんて初めてだよ！静かだった…笑
始発でディズニー😊💕
北高の制服はすぐバレるw
めちゃくちゃ早い！ 待ち時間全然ない😊💕
合格者、北高も多いけど、 何気に若中生も多いよね。
@shippi1026  フォロバありがとう〜 よろしくね😊🌟
@tonbotonbo9112  フォローありがとう〜😊🌟 同じ学科だ！よろしく◎
@tonbotonbo9112  農経人少ないからみんな仲良くなりそうだよね〜 交流会も入学してからも楽しみ
終わってないよ、読書感想文！ なんか夏休みの宿題みたい(*・∀・)
@Miyanobu110  資源も読書感想文あるのね〜 懐かしいけど、レポート用紙だから面倒…(´・ω・｀)
@0710nana_yama  まだね、１冊目なのwww
@Miyanobu110  いいな、それ！ マスとかあるの⁇
@Miyanobu110  私のとこレポート用紙３枚以上というアバウトさw がんばろ〜(๑º―º๑)
バンド組みたいって言う初心者どのくらいいるのかな〜(๑º―º๑) やっぱり初心者少ないかな…(´・ω・｀)
同じ学科に北高生３人いるとか何事！w 全然新しい感じしないじゃないかwww
@f14omcat_331  なまぎょサン？
@h_yz82  それな！私も全くの初心者なんだけどサークルとか入っても初心者全然いなかったら組めないじゃない…(´・ω・｀)悩む
@f14omcat_331  フリガナないのか〜 お寿司屋さんみたいな名前だねw
@h_yz82  あら、偶然…私もドラムか歌いたかったのw かっこいいよね、ほんと素晴らしい いくつかあるみたいよ！ たださ、いろんなところ回るの怖いw
@f14omcat_331  きっと最初の講義で自虐ネタとして教えてくれるはず！！ ほんと、農学部ならスゴく似合ってたのにねw
@h_yz82  ぜひよろしくします〜(๑º―º๑) また入学式あたりになったらお話しよ〜！
@19961123Star  私人を集められるかの方が心配だ… 技術は努力次第ですかね〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾ バンド組むの考えてるの！？
体脂肪率！！！
@19961123Star  それ！私いろいろやりたいことあってその１つ！ 間に合う間に合わないってのはないと思うよ〜おじさんおばさんになってから始める人だっているしさw でも、周りがみんな経験者だとやっぱりやりずらいよね…(´・ω・｀)
@1129tototo  わ、教えてくれてありがとうございます！ ブル同ってジャズのところでしたっけ！？どうしてそんなことができるんですか(๑º―º๑)⁇
@1129tototo  え、そうなんですか！ バンド系のサークルってどれくらいありますかね…⁇
昨日は一日中読書感想ブーン！
@1129tototo  ありがとうございます！ ３つ探してみます🌟
@5eazuki  リプありがとうございます💫 そうなんですか😳！？ それ心強い情報です！ 入学したらチェックしてみます〜
サークルのアカウントはフォロー返すべきか… 迷う
時間足りない！ 寝るのもったいないぐらい！ 寝る！
ひと安心
@KuriSpitz @pippipipi0422  いきなりゴメンなさい 私17日に直接出しに行ったけど、全然怒られなかったし理由すら聞かれないで1分で終わったよw 受験番号と学部学科名前を書いておいた方がいいよ〜
せっかく青春18切符の残りを高く売ったのにそれ以上の買い物をしてしまった…🎸
春ってなんか新しい感じして何でも出来そうな気がするじゃん(特に新1年生) 何でも手を出したくなるんですよ、はい。
学科で生きていけそうにない… はっちゃけられない…w
@tAirApArty  フォローありがとうございます〜 またいろいろよろしくお願いします〜
@tAirApArty  いいですね〜、見つけたら追加しますね✅ ははは〜い、そのうち行こうと思います🏃💨
@tAirApArty  🙆👍🌟
入学アルバム迷う…
一人暮らしで風邪引いちゃったらツライんだろうな〜孤独感
壁にペンキ塗りたいって言ったらダメ〜って言われて… ドアにペンキ塗りたいって言ったらダメ〜って言われて… 壁に板貼りたいって言ったらダメ〜って言われて… もっとインテリアを楽しみたい。
チューニングができません…黙
@Bluesamurai824  フォロバありがと〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾ 私も農経なんだ🐄🐏 よろしくね◎
@Bluesamurai824  入学式〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾ 見つけたら声かけるね😊👍 私、黒髪ロングのぱっつん(これだけじゃ見つけられないw)
@Bluesamurai824  オッケーい😎👍 よろしくデス💫💫💫
今日お姉さん達がカットモデル探してたけど、見つかったのかな💭 (レイヤーはちょっと…)
農学部だと黒髪普通になってしまう〜
アッシュにしたいが一歩間違うと白髪…
北高ブランド素晴らしいと思った…💭💭💭
走るの楽しすぎて、脚の親指パックリしてることに気づかなかった…
@motoking8100  あ、誰だか今分かったwww ちゃんと毎回練習出てるからね〜
@motoking8100  いつもいるから探してみてね〜w
@motoking8100  たのしいよ〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾ マルヤマ犬になれるように頑張ってるから、よろしくねw
@motoking8100  動くの久しぶりだからもあるよ〜 それは鬼www
@motoking8100  まだ犬になりきれてないから難しいですwww
自宅生の壁をいろいろと感じる
@fjsdk134  えみのおうちへ泊まりに行きます…(白目)
@fjsdk134  家具が揃う〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾ 行くしかない！！！ LINEするよ😎👍
@fjsdk134  まだ生活がゴチャゴチャしてるから落ち着いたらするね！
ウェルキャンの夜は長いwww 人狼の1回のトーク長すぎる〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
RT @octpasspass: 人狼ゲームで天国トークなう
マルヤマ、最初に人狼に殺される…悲しいw
@octpasspass やばいwww
1回のトーク30分経過しそうです、笑 すごいすごいすごい
RT @octpasspass: @oo11_oo11 誰も死なないまま30分が経過しそうですね
http://t.co/uSauNJk6pj
@okakobe4  へへへ(*￣∀￣)w
部活の１女でカキ氷ぱ〜りぃ〜 http://t.co/RDeOkdMPm9
ひとり暮らし羨ましいの巻
@_bem000_  ひとり暮らし資金を貯めるか本気で悩んでる！w
@_bem000_  自分で払おうか…(私まだ働いてないw)
@_bem000_  アルバイト掛け持ち大作戦〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾わ〜wwww
生協に午後の紅茶レモンティーが置かれてたから大学生活4年生きていけると思う。
@ultimate_0608  ネクジェネ⁇ お疲れさま〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
@ultimate_0608  出てたよ〜でも日曜行けなかったからさ(・∀・)
@ultimate_0608  おつかれです〜 2勝2敗の1A2G2Bという微妙なwww
@ultimate_0608  それ以上にキャッチミしたからメンタルはボロボロだったよw 9月の学生ね〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
起きて時計見て泣きたくなった…💭💭💭
怖かった怖かった怖かった
怖すぎてもらったオレンジジュース置いてきちゃったよ🍊
部屋片付けたら、『囚人の部屋みたい』って言われた…(´・ω・｀)
@disneydream0625  🎉🎁はっぴいばーすでい🎂💝 ゆめっちおめでとう⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
猫舌なのでバイト行くたびヤケドするのツラい…💭💭💭
バイトゥ…
バイト１時間であがりとか悔やむ💭 初めて接客したのに…
頑張ってね！ ってお客さんが言ってくれたの嬉しかったなぁ😭💕
限界なのでポリシーを捨てました。
@motoking8100 応援するよ
@motoking8100 サンゼンエン！！！ 貯まったらぜひつぶやいてね👯💰
今日のバイトは、１時間100オーダー以上の時間帯を乗り切り少し自信がついた😊
自腹ピーチ🍑 インパのスタジアムはまだあります… http://t.co/ziDcqziKph
@sskmj125_s ビレッジナウだ！
明日のバイトは、きっと浴衣の人がたくさん来るゾ〜🎆花火の絵を描く✏️
@93_papipuuu  私もじゃ…( ･⊝･ ) バイト帰り、目の前に浴衣リア充🎆
バイト中に英語の先生たち来てビックリ〜
@93_papipuuu  連勤お疲れハル子。 小山までの辛抱だ、ふぁいつ！
@_bem000_  今テスト勉強中にツイッター見てよかったって初めて思った😭笑
@_bem000_  ふぉー😎💫💫💫
@sawadahijiri  🎆🏄🏻SUMMER SONG🍍🍧
８月、OFFがない… バイト戦士〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
@sskmj125_s おめでとう、なっちょ🎂🎉🎁
１１連勤乗り切った⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
@_bem000_  おつかれサマ〜
２日前、初めて大凶を引く。 転居…(黙) http://t.co/l0GnDw8DFO
昨日はレジで三連続知り合い来たから今日は何があるんだろう〜(・∀・)動揺動揺動揺
休憩中になっちょの所へ買いに行ったヨーグルトを食べずにひっくり返しショゲていたマルヤマに同じの買ってくださった先輩に感謝😭💕 http://t.co/PprSXiMPLj
朝は外国人のお客さんいっぱい〜 ゆったりしてて良い…
電車通学４年目にして宇都宮駅にベックスコーヒーがあったことを知る( ˙o˙ )あんまり意識してなかった…笑
こんなに一生懸命働いているのになぜお金が貯まらないのか…( ･⊝･ )
アラカワいたから、ひとりサーティワン…( ･⊝･ ) 途中でコマツもきた🌟 https://t.co/OcZIPnmpmH
パセオで働いてる人のところ行くの楽しい…！
@93_papipuuu  パセオじゃ…ない(・∀・)笑 ふくわうちよりえべっさんのが多いの⁉︎
@93_papipuuu  えべさん１人では行けないから機会があったら使わせていただく◎ ドラゴンにもぜひ来てね…( ･⊝･ )笑
猫パンチ食らった。 目が腫れた。痛い。
推薦入試後の親子たちと話すの楽しかった〜◎ また来てくれると良いな〜
調子悪すぎてレジの前で盛大に小銭を撒き散らかした。 店員さんも後ろにいたサラリーマンも小銭拾ってくれて泣きそうになった。ありがとう
1週間で75時間労働、ノー年末年始。 倒れないあたりどうかしてる⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
@Kaisen30 @aw_ppi_swk 今日は、コーヒー屋さんじゃなくて、巫女さんしてたからな…( ･⊝･ )笑 明日は朝の6時半からいるよ！
荒川と偶然電車で出会いチケット交換会が開催されるの巻。嬉しや https://t.co/ouU9lxjewD
@skip_satoka  流石…笑
@93_papipuuu 待ってる、ずっと笑
子猫を里親に引き渡した、つらぁ https://t.co/chpZEw2iG9
@tdysy16  11月のバイト帰りに保護したの⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾ほんと可愛かった…💕でも、最初はこんな感じだったんだ。 ほんとおつかれさまだよ、ご飯行こう。LINEする。 https://t.co/mWfktBCDi5
@93_papipuuu  それ、宇都宮駅でも小山駅でもやってるよね…( ･⊝･ )2回目は断れるようになるよ…
遂に不動産行ってステキな物件見つけた〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
@okakobe4  お大事にね😭 たくさんの写真楽しみにしてるよ
寝れないまま出勤したらお客様に『こんばんは』って言ってた。泣
白いって言われた(・∀・)照れる
大仏ハイキングコースで念願の 大仏くんとスリーショット。 鎌倉へ2人で傷心旅行… https://t.co/1tUoQsbuRP
っていう設定。
@Kaisen30  消えてなくなった髪の毛…笑
@takeeo5o7 @Kaisen30  ありがとう、ダメージヘアとおさらば⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
@yqfbyi  みお〜😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 がんばる…
セラピー犬、素敵だと思ってたのに残念… 老犬を動かすためにオヤツで釣っててショードッグみたいだった(´･_･`)可哀想に
元気出るぅ🌻 https://t.co/J9db2ST3Ks
バイト終わり、宇都宮駅で変な人に声掛けられがち…
@disneydream0625  ゆめっち〜ひさしぶり😊🚩 しかめっ面して撃退した💪💪
@takeeo5o7 (・∀・)自分でもこわい
@atsuya09092 改めて言われると悲しくなる😑
🙃🙃🙃🙃🙃🙃🙃🙃🙃
文集は捨てられるのに 外箱は捨てられない。
😑😑😑😑😑😑😑
A:彼氏どこ大学〜？ B:○○大学(有名国立)どや A:え！すご〜い！！ B:ニヤニヤ っていう会話を思い出して女子怖くて震えてる。
この時間に家にいれるのシアワセ〜
排水溝に落ちたカギを取ろうと格闘してたらサラリーマンのお兄さんとトラックのおじさんがとってくれた😭 たまにはいいことあるのね○
嫌なことがよく目につきますね
えみつんのソコヂカラァ https://t.co/RPB8i3PI4M
@rio06281 今日会えてよかった〜！小松がお姉さんになってた☺️
カフェオレ嫌いになった１週間☕️ わたしの周りの人って優しいなぁ もう９枚集まったよぉぉぉおお ７月も８月も応募するよ(白目) https://t.co/r0jviF7m2Z
@Kaisen30  わたし２本しか飲んでない笑 周りの人優しすぎて当たる気しかしない笑
@KalovH_18  おつかれさま🙌 かりん、やすんで🐏🐏🐏
@takeeo5o7 感謝🙂
@Da_WJF_mn  それな…(゜ヮ゜)共感 誇らしくない
@Da_WJF_mn  ははは…授業でのレア化が進んでるね笑
餃子像とった🍴
雲型クッション６月分の当選者をSNSで発見した発狂。8月もがんばる🙄
@fjsdk134 グロブリン摂取🐄
@fjsdk134 つんでる（＾ν＾）出張帰りの先生がお店に来たから単位がもらえるように念じておいた。。。
相変わらず欲しいものはない
@yqfbyi 既に弟が３匹持って行ってしまったの🐶🐶🐶
@motoking8100  渡部全然見かけないね🐔 you フォー キャッチャーだよ〜⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
@takeeo5o7  すみません… そういうところですね！！！！！！！！！笑
@__93p  ４時半！笑 途中寝ちゃってて危なかった😭
@motoking8100  めっちゃレア（＾ν＾）笑 諭吉きえた🤗
@motoking8100  取れるまで帰りまテンがいいよ
妹の友達がわたしからドリンク買うのが流行ってるらしい、JK怖いよ🙃
悔し泣きばっかりだ、嬉し泣きしたいものだなあ
@okakobe4 ありがとう(´･_･`)♡
ピカゴロふぅ⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
なにもせずに終わった
クローズ後のマネージャーさんたちとのカラオケやば。。。
@snhmx もうお家帰ってきたよ〜○今度はひまも！！
@marimaei_m_t  お仕事楽しいって素敵だね😊
９月になったのに雪見だいふく売ってるお店見つからない
@tdysy16 すてき！おめでとう👯❣❣
@tdysy16 今日は18時クロ(*・〜・*)クロクロクロクロ
ATMで話した盲目のおじさん生き生きしていてなんだか元気をもらった気がする。
駅のサブウェイの店長めっちゃ良い。。。🐶
学年担当の教授にちゃんと言えたからがんばろ〜🐏🐏🐏
@skip_satoka 流石です🙌☔️
@tdysy16 マルヤマを誘いなさい。🍻
@Kaisen30 ふふふ〜(*´ｰ｀)わたしの雪見だいふくアイが伝わるでしょ❣️
@takeeo5o7 ほじゃほじゃ
なんかなー
アイスだった☔️☔️☔️ https://t.co/UNiAzxPhFF
園芸学聞いてから無花果食べづらくなったの私だけ？？？
流れ星☄️
@uma_iso 共に遅刻しようじゃないか
花杜でウィスキーロック頼んだらジョッキで出てきたんだけど、これで500円しないとかいいの？！？？？！？ https://t.co/vvqs3PK3P0
@KalovH_18 時間はお金で簡単には買えないけど、健康も買えないものね。。。
@marimaei_m_t ビフォーアフターがえぐい。。。🙄
いろんな意味でガッカリしかない🙁
@uma_iso わたしも連れてって🙄
@uma_iso 次はわたしも。。。😿
@marimaei_m_t 十姉妹飼ってるの！？シナモ〜ン😻
@marimaei_m_t 懐いてなくてもかわええええええ。中学生の頃めっちゃ飼いたかった。。。今の財力なら余裕ね🙃
@Kaisen30 お、だ、い、じ、に、
ちょっと嬉しい
いや、かなり
成人式マジック☆〜（ゝ。∂）？ (行ってない)
@fjsdk134 お疲れさま😌
好きなものを食べたい
胃が４つ欲しいから牛になる
今日の運使い果たした。
年確された🙃
授業中にイビキかいて秒で寝るって、その能力は羨ましい。
@marimaei_m_t 眠りの達人だよ。。。
@atsubuuu0719 ３年生🙃
@marimaei_m_t いびきテロや😒
@atsubuuu0719 ちゃっかりしてんなあ笑 はいよ〜
@_bem000_ @atshnch01131 それバナナと顔をかけてるらしいよ🙃
園芸あんまり休んでないから行けそうな気がする。あと7時間もあるるる🙃
@pyon9sy ひさしぶり〜あしたラスト💔がんばろ、、、遊びきて😭
下條先生のゲス講話👯
@ange_kor92 磯もいるんだけど今日は出来上がってます🤷‍♀️😏💕
@pyon9sy 今日、同い年で自治の福田屋PTRの子からサヤがGYARUになってるって聞いたよ🤷‍♀️💕
@pyon9sy たぶんその子だ！！😏😏😏
時差プレミアムフライデー🍻🍻🍻
金曜のバイト後寧々家行きがち。。。🍻☺️🙌
あーあーあー
@uma_iso @atsubuuu0719 ちげーよ
@atsubuuu0719 @skip_satoka @uma_iso 😑😑😑
